Group,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
5,-74,,,,,,,,-93,,,,,,
22,,,,,-81,,,,,,,,-80,,
7,-81,,-88,,,,-93,,,,,,-91,,-85
18,,,,,,,-80,,,,,,,-88,
9,-84,,,,-85,,,-87,-62,-90,,,-83,,
1,-88,,,-84,,,,,,,-77,-90,,,
14,,,,,,,-87,,,,,,,,
11,,,,,,,-91,-83,-89,,,,-80,,
19,-89,,,,,,-89,,,,,,,-88,-77
6,-97,,,,,,-61,,,,,,,,-78
4,,,,-82,,,,,,,-84,-92,,,
21,,,,,,,-64,,,,,,,-85,
16,-80,,,,-91,-84,-83,-95,-70,-84,,,-89,-94,-91
2,,,,-76,,,,,,,,,,,
23,-83,,,,-89,,-94,,-75,-80,,,-68,,
3,,,,-83,,,,,,,,,,,
8,,,,,-65,,,-76,-75,,,,-70,,
13,-84,,,-85,,,,,-91,,-72,-78,,,
20,,,-81,,,,,,,,,,,,
7,,,-88,,,,,,,,,,-92,-94,-94
20,,,-81,,,,,,,,,,,,
15,-88,,,-88,,,,,,,-83,-90,,,
9,-88,,,,-84,,,-95,-68,-89,,,-85,,
10,-82,,,,,-78,-84,,-82,,,,-89,,
6,,,,,,,-56,,,,,,,,-81
21,-82,,,,,-90,-72,,,,,,,,-90
4,,,,-83,,,,,,,-89,-89,,,
16,-78,,,,-88,-87,-77,-95,-71,-87,,,-84,-96,-91
19,,,,,,,-92,,,,,,,,-90
18,,,,,,-91,-70,,,,,,-83,-84,-90
5,-79,,,,,,,,-91,,,,,,
2,,,,-72,,,,,,,,,,,
3,,,,-82,,,,,,,,,,,
23,-86,,,,-89,,-95,-94,-81,-80,,,-70,,
17,-80,,,,,,,,-90,,-97,,,,
18,,,,,,-91,-70,,,,,,-83,-84,-90
1,-85,,,-89,,,,,,,-72,-85,,,
14,,,,,,,-91,,,,,,,,
7,,,-86,-91,,,,,,,,,-88,,-93
11,,,,,,,,-82,-91,,,,-74,,
9,-80,,,,-90,,-93,-80,-72,-85,,,-89,,
6,,,,,,,-62,,,,,,,,-80
21,,,,,,,,,,,,,,,
16,-79,,,,-91,-88,-77,-92,-66,-86,,,-84,-96,-91
4,-90,,,-84,,,,,,,-83,,,,
3,,,,-76,,,,,,,,,,,
13,-85,,,-74,,,,,,,-73,-84,,,
19,,,,,,,-83,,,,,,,-93,-80
20,,,-85,,,,,,,,-86,,,,
23,-89,,,,-88,,-94,-92,-84,-81,,,-72,,
2,,,,-77,,,,,,,,,,,
20,,,-85,,,,,,,,-86,,,,
8,,,,,-68,,,-70,-88,,,,-70,,
10,-80,,,,,-99,-76,,-79,,,,-95,,
7,-88,,-86,,,,,,,,,,,,-81
22,-91,,,,-84,,,-89,-90,-88,,,-61,,
18,,,,,,,-84,,,,,,,,-88
5,-72,,,,,,,,-93,,,,,,
6,-87,,,,,,-63,,,,,,,,-81
9,-75,,,,-88,,-91,-93,-64,-91,,,-88,,
17,-78,,,,,,,,-93,,-96,,,,
16,-81,,,,-91,-84,-81,-95,-67,-88,,,-84,-96,-91
18,,,,,,,-84,,,,,,,,-88
3,,,,-75,,,,,,,,,,,
15,-89,-98,,-85,,,,,,,-79,-82,,,
4,,,,-83,,,,,,,-85,-85,,,
1,-87,,,-84,,,,,,,-79,-89,,,
21,-87,,,,,,,,,,,,,,
2,,,,-75,,,,,,,,,,,
14,,,,,,,-82,,,,,,,,-91
19,,,,,,,-85,,,,,,,-85,-74
23,-82,,,,-90,,,-91,-80,-79,,,-73,,
11,,,,,,,-95,-86,-88,-89,,,-84,,
7,,,-90,,,,,,,,,,-90,,-85
6,-84,,,,,,-60,,,,,,-82,,
13,-84,,,-75,,,,,,,-73,-76,,,
20,-84,,-80,,,,,,,,,,,,
9,-88,,,,,,,-82,-70,-98,,,,,
16,-81,,,,-93,-84,-95,-95,-69,-88,,,-86,-96,-91
3,,,,-76,,,,,,,,,,,
20,-84,,-80,,,,,,,,,,,,
21,,,,,,,,,,,,,,,
4,,,,-81,,,,,,,-91,,,,
10,-84,,,,,-89,-86,,-87,,,,-92,,
23,-85,,,,-89,,,-94,-90,-78,,,-70,,
2,,,,-75,,,,,,,,,,,
18,,,,,,,-73,,,,,,-85,-90,
5,-72,,,,,,,,,,,,,,
19,,,,,,,-84,,,,,,,,
17,-68,,,,,,,,-89,,,,,,
8,,,,,-65,,,-85,-76,,,,-85,,
18,,,,,,,-73,,,,,,-85,-90,
6,-87,,,,,,-58,,,,,,-90,,-82
7,-82,,-90,-92,,,-93,,,,,,-91,-94,-81
1,-86,,,-91,,,,,,,-86,-87,,,
14,,,,,,,-89,,,,,,,,
3,,,,-75,,,,,,,,,,,
9,-73,,,,-83,,,-88,-72,-81,,,-90,,
16,-80,,,,-93,-85,-76,-95,-70,-89,,,-86,-96,-91
11,-93,,,,,,,-84,-84,,,,-73,,
21,-80,,,,,,-81,,,,,,,,
4,,,,-85,,,,,,,-92,-87,,,
2,,,,-74,,,,,,,,,,,
22,,,,,-83,,,-85,,-88,,,-80,,
23,-86,,,,-93,,-93,-94,-85,-79,,,-72,,
19,,,,,,,-89,,,,,,,,-85
15,-92,,,-90,,,,,,,-86,-84,,,
20,,,-83,,,,,,,,,,,,
13,-88,-97,,-76,,,,,-96,,-76,-75,,,
6,-85,,,,,,-55,,,,,,,,-82
20,,,-83,,,,,,,,,,,,
7,-82,,-89,-91,,,,,,,,,-92,,
3,,,,-86,,,,,,,,,,,
10,-77,,,,,-86,-78,,-76,,,,,,
9,-76,,,,-81,,,-85,-70,-85,,,,,
16,-82,,,,-96,-84,-73,-95,-80,-87,,,-81,-96,-91
21,,,,,,,-66,,-86,,,,,-76,
5,-72,,,,,,,,,,,,,,
18,,,,,,,-82,,,,,,-81,,
4,,,,-90,,,,,,,-83,-88,,,
2,,,,-70,,,,,,,,,,,
18,,,,,,,-82,,,,,,-81,,
23,-86,,,,-90,,,-99,-84,-79,,,-69,,
1,-88,,,-84,,,,,,,-87,-85,,,
6,-87,,,,,,-69,,,,,,-87,,
14,,,,,,,-82,,,,,,,,
19,,,,,,,,,,,,,,,-94
11,,,,,,,-94,-82,-86,,,,-73,,
3,,,,-85,,,,,,,,,,,
8,,,,,-68,,,-70,-86,,,,-71,,
7,-84,,,-95,,,-94,,,,,,-90,-93,
9,-79,,,,-84,,,-90,-55,-83,,,-84,,
21,,,,,,,,,,,,,,-84,
20,,,-83,,,,,,,,,,,,
16,-93,,,,-96,-83,-78,-90,-70,-86,,,-83,-96,-91
4,,,,-86,,,,,,,-88,-92,,,
13,-89,,,-79,,,,,,,-77,-84,,,
2,,,,-76,,,,,,,,,,,
20,,,-83,,,,,,,,,,,,
23,-83,,,,-90,,-95,,-83,-78,,,-71,,
6,,,,,,,-56,,,,,,-93,-93,-82
10,-75,,,,,-92,-83,-95,-88,,,,-87,,
3,,,,-82,,,,,,,,,,,
19,,,,,,,-88,,,,,,,-93,-87
15,-86,,,-85,,,,,,,-80,-89,,,
7,-84,,-87,-96,,,,,,,,,,,-82
5,-77,,,,,,,,,,,,,,
18,-88,,,,,,-80,,,,,,,-81,
17,-71,,,,,,,,-91,,,,,,
18,-88,,,,,,-80,,,,,,,-81,
9,-84,,,,,,,-90,-74,-91,,,-87,,
1,-89,,,-87,,,,,,,-80,-87,,,
21,,,,,,,-74,,,,,,,,
14,,,,,,,-77,,,,,,,-94,
4,,,,-86,,,,,,,-82,-93,,,
2,,,,-78,,,,,,,,,,,
22,,,,,-80,,,-83,-96,-95,,,-70,,
11,-90,,,,-90,,,-84,-85,,,,-81,,
6,-88,,,,,,-68,,,,,,,,-79
23,-83,,,,-91,,,-94,-86,-79,,,-69,,
3,,,,-80,,,,,,,,,,,
19,,,,,,,-85,,,,,,,-91,-86
20,,,-79,,,,,,,,,,,,
7,-83,,-87,-92,,,,,,,,,-90,,-83
20,,,-79,,,,,,,,,,,,
13,-84,-94,,-82,,,,,,,-83,-82,,,
21,,,,,,,-75,,-96,,,,,,
8,,,,,-65,,,-71,-76,,,,-85,,
9,-86,,,,-88,,,-89,-65,-95,,,-90,,
10,-83,,,,-93,-90,-91,,-75,,,,-85,,
4,,,,-89,,,,,,,-88,-91,,,
6,-90,,,,,,-64,,,,,,-101,,
2,,,,-74,,,,,,,,,,,
23,-87,,,,-94,,-91,-96,-87,-78,,,-72,,
3,,,,-77,,,,,,,,,,,
5,-70,,,,,,,,,,,,,,
18,-85,,,,,,-88,,,,,,-80,-88,-78
17,-65,,,,,,,,,,-92,,,,
1,-87,,,-85,,,,,,,-77,-88,,,
18,-85,,,,,,-88,,,,,,-80,-88,-78
14,,,,,,,-85,,,,,,,,-91
21,,,,,,,-83,,,,,,-86,-86,
7,-83,,-86,-93,,,,,,,,,-89,,-83
19,,,,,,,-86,,,,,,,-90,-89
15,-85,,,-84,,,,,,,-85,-87,,,
9,-84,,,,-82,,,-83,-65,-86,,,-88,,
11,,,,,-92,,-96,-82,-92,-92,,,-76,,
6,,,,,,,-66,,,,,,,,-80
4,,,,-83,,,,,,,-88,-87,,,
2,,,,-72,,,,,,,,,,,
3,,,,-84,,,,,,,,,,,
20,,,-77,,,,,,,,,,,,
23,-81,,,,-90,,-90,-93,-80,-79,,,-72,,
20,,,-77,,,,,,,,,,,,
16,-84,,,,-93,-94,-85,-94,-64,-83,,,-83,-96,-90
13,-86,-92,,-83,,,,,,,-74,-84,,,
10,-77,,,,-92,-85,-86,,-74,,,,-89,,
21,-86,,,,,,-79,,-89,,,,-86,-85,
7,-79,,-90,,,,,,,,,,-90,,
19,,,,,,,-88,,,,,,,,-86
8,,,,,-65,,,-75,-85,,,,-81,,
9,-83,,,,-92,,-94,-87,-69,-79,,,-86,,
6,,,,,,,-62,,,,,,,,
5,-64,,,,,,,,,,,,,,
18,,,,,,,,,-89,,,,,-91,-74
22,,,,,-86,,,-85,-91,,,,-72,,
1,-90,,,-86,,,,,,,-75,-88,,,
4,,,,-87,,,,,,,-83,-87,,,
3,,,,-83,,,,,,,,,,,
2,,,,-69,,,,,,,,,,,
16,-81,,,,-90,-94,-85,-94,-71,-87,,,-86,-96,-90
18,,,,,,,,,-89,,,,,-91,-74
14,,,,,,,-78,,,,,,,,
23,-82,,,,,,-92,-91,-87,-79,,,-70,,
11,,,,,,,,-83,-95,,,,-78,,
21,-80,,,,,,-70,,-92,-95,,,,-86,
7,-79,,-91,,,,,,,,,,-91,,-82
20,,,,,,,,,,,,,,,
19,,,,,,,-84,,,,,,,-86,-82
6,,,,,,,-72,,,,,,,,-93
9,-87,,,,-84,,,-96,-73,-87,,,-82,,
20,,,,,,,,,,,,,,,
13,-82,-91,,-81,,,,,-92,,-78,-76,,,
3,,,,-81,,,,,,,,,,,
16,-79,,,,-90,-93,-76,-94,-67,-91,,,-84,-96,-90
15,-89,-92,,-92,,,,,,,-92,-81,,,
4,-92,,,-86,,,,,,,-84,-89,,,
2,,,,-70,,,,,,,,,,,
10,-83,,,,-92,-92,-85,,-79,,,,-85,,
23,-83,,,,-94,,-94,-90,-80,-80,,,-72,,
1,-86,,,-82,,,,,,,-75,-91,,,
18,,,,,,,,,,,,,-73,,
5,-66,,,,,,,,,,,,,,
7,-86,,-87,-93,,,,,,,,,-88,,-82
17,-67,,,,,,,,,,-93,,,,
6,-84,,,,,,-56,,,,,,-94,,
21,,,,,,,-76,,,,,,,,
18,,,,,,,,,,,,,-73,,
9,-84,,,,-86,,-91,-89,-79,-84,,,-92,,
3,,,,-85,,,,,,,,,,,
14,,,,,,,-78,,,,,,,-94,-91
19,-95,,,,,,-83,,,,,,,-94,-79
8,,,,,-68,,,-87,-76,,,,-79,,
4,,,,-89,,,,,,,-84,-88,,,
2,,,,-81,,,,,,,,,,,
16,-82,,,,-93,-93,-76,-91,-67,-83,,,-84,-96,-90
11,-99,,,,,,,-81,-88,-91,,,-73,,
23,-82,,,,-88,,,-92,-84,-79,,,-71,,
20,,,-80,,,,,,,,,,,,
20,,,-80,,,,,,,,,,,,
13,-83,,,-87,,,,,-89,,-72,-89,,,
6,,,,,,,-57,,,,,,,,
21,-90,,,,,,-79,,-88,,,,,,
7,-77,,-87,,,,,,,,,,-90,,
3,,,,-87,,,,,,,,,,,
10,-80,,,,,-85,-75,-93,-74,-91,,,-84,,
9,-85,,,,-88,,,-86,-70,-85,,,-87,,
19,,,,,,,-88,,,,,,,,-82
16,-84,,,,-93,-84,-74,-91,-71,-83,,,-85,-91,-90
4,,,,-87,,,,,,,-87,-87,,,
2,,,,-79,,,,,,,,,,,
1,-86,,,-83,,,,,,,-76,,,,
22,,,,,-84,,,-82,-91,-89,,,-69,,
23,-84,,,,-90,,-92,-93,-75,-80,,,-72,,
15,-90,,,-96,,,,,,,-88,-85,,,
18,,,,,,,-85,,,,,,-84,-81,
5,-68,,,,,,,,-92,,,,,,
17,-66,,,,,,,,,,-92,,,,
18,,,,,,,-85,,,,,,-84,-81,
14,,,,,,,-79,,,,,,,,
6,,,,,,,-60,,,,,,-90,,-82
21,,,,,,,,,,,,,,,
3,,,,-84,,,,,,,,,,,
7,-77,,,-96,,,,,,,,,-90,,-81
11,,,,,-92,,-91,-83,,,,,-77,,
9,-86,,,,-91,,,-84,-57,-84,,,-95,,
16,-89,,,,-89,-84,-84,-93,-73,-82,,,-93,-91,-90
20,,,-81,,,,,,,,,,,,
8,,,,,-65,,,-86,-89,,,,-70,,
4,,,,-89,,,,,,,-88,-85,,,
2,,,,-76,,,,,,,,,,,
20,,,-81,,,,,,,,,,,,
19,,,,,,,-88,,,,,,,-89,-75
23,-84,,,,-88,,-95,-89,-84,-81,,,-71,,
13,-85,-94,,-78,,,,,,,-75,-80,,,
10,-76,,,,,-91,-78,,-71,-89,,,-85,,
6,-90,,,,,,-55,,,,,,-87,,-91
21,,,,,,,,,,,,,,,
3,,,,-87,,,,,,,,,,,
7,-76,,-88,,,,,,,,,,-92,,-82
9,-80,,,,-86,,,-87,-62,-91,,,-91,,
1,-85,,,-87,,,,,,,-89,-89,,,
16,-79,,,,-89,-89,-74,-95,-70,-89,,,-93,-91,-90
17,-79,,,,,,,,,,-91,,,,
5,-69,,,,,,,,-86,,,,,,
18,,,,,,,-85,,,,,,-77,,
19,,,,,,,,,,,,,,-90,
2,,,,-71,,,,,,,,,,,
4,,,,-89,,,,,,,-84,-86,,,
14,,,,,,,-85,,,,,,,-96,-94
18,,,,,,,-85,,,,,,-77,,
23,-86,,,,-86,,,-96,-76,-78,,,-69,,
6,,,,,,,-58,,,,,,,,
11,-94,,,,,,,-81,-87,-87,,,-74,,
3,,,,-83,,,,,,,,,,,
21,,,,,,,,,,,,,,,
15,-90,,,-83,,,,,,,-87,-84,,,
20,,,-78,,,,,,,,,,,,
7,-76,,-91,,,,-92,,,,,,-91,-94,-84
20,,,-78,,,,,,,,,,,,
9,-84,,,,-82,,-94,-91,-64,-85,,,-82,,
16,-86,,,,-91,-90,-85,-89,-71,-82,,,-86,-95,-90
13,-85,,,-78,,,,,,,-72,-81,,,
10,-74,,,,,-95,-81,-92,-77,-94,,,-89,,-90
4,,,,-85,,,,,,,-84,,,,
2,,,,-84,,,,,,,,,,,
8,,,,,-71,,,-76,-89,,,,-80,,
19,,,,,,,-85,,,,,,-90,-91,-85
22,,,,,-83,,,-90,-93,-88,,,-64,,
23,-84,,,,-88,,,-91,-79,-79,,,-76,,
6,-89,,,,,,-56,,,,,,-92,,
3,,,,-89,,,,,,,,,,,
1,,,,-85,,,,,,,-90,,,,
21,,,,,,,-76,,-84,,,,,,
17,-77,,,,,,,,,,,,,,
18,,,,,,,-83,,,,,,-87,-84,-78
5,-71,,,,,,,,,,,,,,
7,-84,,-87,,,,,,,,,,-87,,
14,,,,,,,-78,,,,,,,,-90
18,,,,,,,-83,,,,,,-87,-84,-78
9,-81,,,,-84,,-90,-93,-65,-91,,,-81,,
16,-84,,,,-91,-91,-84,-91,-66,-81,,,-85,-95,-90
11,,,,,,,-92,-84,-89,-86,,,-74,,
2,,,,-68,,,,,,,,,,,
4,,,,-86,,,,,,,-86,-88,,,
6,,,,,,,-58,,,,,,-90,,-76
20,,,-87,,,,,,,,,,,,
19,,,,,,,-82,,,,,,,-85,-86
23,-83,,,,,,-97,-96,-74,-79,,,-72,,
3,,,,-85,,,,,,,,,,,
20,,,-87,,,,,,,,,,,,
21,,,,,,-89,-75,,,,,,,,
13,-85,,,-79,,,,,-93,,-71,-87,,,
10,-86,,,,,-83,-81,,-75,-86,,,-82,,
7,-81,,-86,,,,,,,,,,,,-86
15,-89,,,-90,,,,,,,-80,-89,,,
9,-83,,,,-86,,,-85,-63,-86,,,-87,,
16,-86,,,,-91,-89,-78,-91,-67,-88,,,-85,-95,-90
1,-88,,,-83,,,,,,,-86,-86,,,
6,-90,,,,,,-62,,-93,,,,,,
2,,,,-81,,,,,,,,,,,
4,,,,-85,,,,,,,-87,-87,,,
3,,,,-83,,,,,,,,,,,
17,-79,,,,,,,,,,,,,,
8,,,,,-65,,,-75,-90,,,,-87,,
23,-87,,,,-91,,,,-78,-78,,,-72,,
19,,,,,,,-79,,,,,,,-92,-86
18,-87,,,,,,,,-89,,,,-83,,-81
5,-67,,,,,,,,-89,,,,,,
21,,,,,,,-68,,,,,,,,
14,,,,,,,-75,,,,,,,,
18,-87,,,,,,,,-89,,,,-83,,-81
11,,,,,,,-90,-82,-87,-95,,,-75,,
7,-85,,,,,,,,,,,,-91,,-85
20,,,-80,,,,,,,,-88,,,,
9,-78,,,,-81,,,-81,-75,-89,,,-82,,
20,,,-80,,,,,,,,-88,,,,
16,-86,,,,-90,-90,-72,-93,-69,-86,,,-89,-95,-90
6,-89,,,,,,-57,,,,,,,,
2,,,,-81,,,,,,,,,,,
4,,,,-86,,,,,,,-85,-93,,,
3,,,,-86,,,,,,,,,,,
22,,,,,-84,,,-89,-92,-100,,,-64,,
13,-84,,,-76,,,,,,,-71,-76,,,
10,-84,,,,,-96,-80,,-79,-87,,,-86,,
21,-83,,,,,,-77,,,,,,,,
23,-88,,,,-91,,,,-73,-82,,,-72,,
19,,,,,,,-86,,,,,,,-91,
1,-87,,,-84,,,,,,,-76,-91,,,
16,-78,,,,-90,-87,-75,-92,-72,-83,,,-86,-95,-90
17,-82,,,,,,,,-93,,,,,,
9,-84,,,,-83,,,-88,-69,-92,,,-87,,
6,,,,,,,-56,,,,,,,,-80
5,-67,,,,,,-87,,,,,,,,
18,,,,,,,,,,,,,,,
3,,,,-77,,,,,,,,,,,
14,,,,,,,-75,,,,,,,-95,
15,-92,,,-95,,,,,,,-86,-83,,,
2,,,,-75,,,,,,,,,,,
18,,,,,,,,,,,,,,,
4,,,,-86,,,,,,,-86,-93,,,
23,-81,,,,-91,,,,-74,-79,,,-72,,
11,,,,,-96,,-90,-84,-89,,,,-82,,
8,,,,,-69,,,-69,-84,,,,-80,,
20,,,-78,,,,,,,,,,,,
21,,,,,,,-71,,,,,,,-85,
19,,,,,,,-88,,,,,,,-90,
20,,,-78,,,,,,,,,,,,
6,,,,,,,-64,,,,,,-90,,
16,-79,,,,-90,-92,-81,-88,-75,-80,,,-89,-95,-90
9,-92,,,,-83,,,-88,-72,-92,,,-87,,
10,-81,,,,,-88,-79,,-77,-87,,,-83,,
3,,,,-75,,,,,,,,,,,
13,-85,,,-85,,,,,,,-73,-83,,,
2,,,,-88,,,,,,,,,,,
4,,,,-89,,,,,,,-81,,,,
1,-87,,,-85,,,,,,,-76,-90,,,
23,-78,,,,-88,,,,-77,-82,,,-71,,
21,,,,,,,-70,,,,,,,,
17,-79,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,-90,-78
18,,,,,,,-87,,,,,,,,-80
5,-66,,,,,,,,-89,,,,,,
6,-89,,,,,,-67,,,,,,,,
14,,,,,,,-84,,,,,,,-94,
18,,,,,,,-87,,,,,,,,-80
3,,,,-82,,,,,,,,,,,
16,-85,,,,-90,-86,-71,-92,-69,-84,,,-84,-95,-90
9,-94,,,,-86,,-92,-92,-72,-84,,,-86,,
11,-94,,,,,,,-83,,-93,,,-75,,
20,,,-82,,,,,,,,,,,,
2,,,,-74,,,,,,,,,,,
4,,,,-82,,,,,,,-96,-91,,,
20,,,-82,,,,,,,,,,,,
21,-89,,,,,,,,,,,,,,
23,-83,,,,-89,,,-95,-74,-79,,,-70,,
22,,,,,-84,,,-94,-88,-92,,,-66,,
15,-88,,,-87,,,,,,,-90,-89,,,
8,,,,,-64,,,-75,-85,,,,-84,,
10,-84,,,,,-88,-87,-97,-79,-91,,,-85,,
19,,,,,,,-91,,,,,,,-91,-88
6,-87,,,,,,-62,,,,,,,-95,
13,-83,,,-78,,,,,,,-72,-84,,,
3,,,,-78,,,,,,,,,,,
16,-85,,,,-91,-84,-73,-92,-64,-82,,,-83,-95,-90
1,-88,,,-89,,,,,,,-75,,,,
9,-88,,,,-86,,,-90,-68,-86,,,-93,,
2,,,,-80,,,,,,,,,,,
4,,,,-84,,,,,,,-97,-92,,,
17,-71,,,,,,,,,,-94,,,,
18,,,,,,,-87,,,,,,-90,,
21,,,,,,,-63,,,,,,,-79,
5,-70,,,,,,-88,,,,,,,,
23,-83,,,,-88,,,-95,-76,-80,,,-74,,
14,,,,,,,-85,,,,,,,,-89
18,,,,,,,-87,,,,,,-90,,
6,,,,,,,-63,,,,,,,,
11,,,,,,,,-81,,-90,,,-72,,
3,,,,-76,,,,,,,,,,,
20,,,-82,,,,,,,,,,,,
16,-80,,,,-89,-84,-73,-90,-72,-83,,,-92,-94,-88
19,,,,,,,-91,,,,,,,-87,-89
20,,,-82,,,,,,,,,,,,
9,-93,,,,-88,,,-92,-60,-88,,,-90,,
2,,,,-80,,,,,,,,,,,
4,,,,-82,,,,,,,,-89,,,
10,-79,,,,,,-80,,-79,,,,-89,,
21,,,,,,,-72,,,,,,,,
13,-82,-101,,-80,,,,,-97,,-76,-76,,,
23,-87,,,,-88,,,,-75,-80,,,-74,,
6,-89,,,,,,-64,,,,,,,,
1,-86,,,-87,,,,,,,-79,-89,,,
3,,,,-76,,,,,,,,,,,
8,,,,,-65,,,-83,-77,,,,-83,,
15,-91,,,-84,,,,,,,-86,,,,
19,,,,,,,,,,,,,,,
17,-79,,,,,,,,,,-96,,,,
9,-81,,,,,,,-89,-73,-82,,,-85,,
18,,,,,,,-86,,,,,,,-87,
22,,,,,-82,,,-86,-90,,,,-65,,
5,-66,,,,,,-89,,-89,,,,,,
14,,,,,,,-76,,,,,,,,
18,,,,,,,-86,,,,,,,-87,
2,,,,-79,,,,,,,,,,,
4,,,,-78,,,,,,,-91,,,,
11,,,,,,,,-83,-95,-98,,,-75,,
20,,,-83,,,,,,,,,,,,
21,-86,,,,,,-76,,,,,,,,
23,-84,,,,-86,,,,-74,-79,,,-74,,
6,,,,,,,,,,,,,,,-76
20,,,-83,,,,,,,,,,,,
3,,,,-81,,,,,,,,,,,
10,-75,,,,,-93,-81,,-81,-88,,,,,-94
19,,,,,,,,,,,,,,-90,-75
9,-80,,,,-85,,,-86,-69,,,,-90,,
13,-85,-93,,-79,,,,,,,-72,-85,,,
1,-88,,,-85,,,,,,,-74,-87,,,
2,,,,-74,,,,,,,,,,,
21,-87,,,,,,-67,,,,,,,,-82
4,,,,-87,,,,,,,-85,-84,,,
6,,,,,,,-64,,,,,,,,
3,,,,-83,,,,,,,,,,,
23,-79,,,,-87,,-100,,-81,-78,,,-73,,
17,-70,,,,,,,,,,,,,,
18,-95,,,,,,,,,,,,-75,-89,-89
14,,,,,,,-83,,,,,,,,
5,-73,,,,,,-91,,-86,,,,,,
8,,,,,-72,,,-69,-83,,,,-83,,
18,-95,,,,,,,,,,,,-75,-89,-89
11,,,,,,,-91,-85,,,,,-72,,
20,,,-82,,,,,,,,,,,,
15,-88,,,-86,,,,,,,-89,-89,,,
19,,,,,,,-90,,,,,,,-85,-78
9,-88,,,,-90,,,-91,-62,-94,,,,,
21,-93,,,,,,-76,,,,,,,,-87
20,,,-82,,,,,,,,,,,,
16,-82,,,,-93,-85,-82,-95,-65,-83,,,-83,-95,-88
2,,,,-84,,,,,,,,,,,
4,-88,,,-87,,,,,,,-84,-86,,,
6,,,,,,,-65,,,,,,-90,,
3,,,,-81,,,,,,,,,,,
23,-88,,,,-88,,,,-73,-79,,,-73,,
10,-72,,,,,-81,-80,,,,,,-90,,
13,-87,,,-83,,,,,,,-73,-83,,,
1,-87,,,-81,,,,,,,-72,-88,,,
22,,,,,-83,,,-91,-95,-90,,,-63,,
9,-91,,,,-82,,,-92,-64,-93,,,-88,,
19,,,,,,,-86,,,,,,,-90,-89
21,,,,,,,-70,,,,,,,,
17,-76,,,,,,,,,,,,,,
6,,,,,,,-62,,,,,,,,-81
16,-79,,,,-93,-100,-82,-95,-70,-83,,,-82,-95,-92
2,,,,-75,,,,,,,,,,,
4,-91,,,-87,,,,,,,-92,-91,,,
3,,,,-78,,,,,,,,,,,
18,,,,,,,,,,,,,-79,-96,
14,,,,,,,-84,,,,,,,,
5,-85,,,,,,,,,,,,,,
18,,,,,,,,,,,,,-79,-96,
23,-85,,,,-85,,,-93,-77,-80,,,-70,,
20,,,-82,,,,,,,,,,,,
11,,,,,,,,-81,,-89,,,-76,,
20,,,-82,,,,,,,,,,,,
8,,,,,-69,,,-89,-89,,,,-83,,
9,,,,,-91,,,-88,-70,-92,,,-88,,
6,,,,,,,-62,,,,,,,,
16,-81,,,,-93,-90,-83,-95,-72,-83,,,-79,-95,-92
10,-77,,,,,-82,-82,,-87,,,,-94,,
3,,,,-79,,,,,,,,,,,
19,,,,,,,-84,,,,,,,-85,-87
2,,,,-76,,,,,,,,,,,
15,-93,,,-81,,,,,,,-89,,,,
13,-84,-95,,,,,,,-98,,-70,-73,,,
1,-88,,,-84,,,,,,,-74,-91,,,
23,-90,,,,-93,,,-93,-87,-79,,,-70,,
17,-76,,,,,,,,,,-92,,,,
4,,,,-86,,,,,,,,-92,,,
6,,,,,,,-71,,,,,,-88,-91,
18,-90,,,,,,-81,,,,,,,-86,-88
14,,,,,,,-86,,,,,,,,
9,-87,,,,-87,,,-85,-75,-93,,,-85,,
5,-80,,,,,,-90,,,,,,,,
16,-84,,,,-93,-90,-75,-95,-70,-82,,,-86,-95,-92
3,,,,-76,,,,,,,,,,,
18,-90,,,,,,-81,,,,,,,-86,-88
21,,,,,,,-80,,,,,,,,
20,,,-82,,,,,,,,-86,,,,
2,,,,-76,,,,,,,,,,,
19,,,,,,,-83,,,,,,,-94,-85
4,,,,-86,,,,,,,-87,,,,
20,,,-82,,,,,,,,-86,,,,
11,-88,,,,,,,-84,-92,-91,,,-76,,
23,-89,,,,-85,,,-91,-82,-77,,,-73,,
22,,,,,-85,,,-89,-88,-89,,,-63,,
10,-79,,,,,-89,-77,,-84,-94,,,-89,,-89
6,-93,,,,,,-60,,,,,,,-93,
16,-82,,,,-93,-88,-80,-95,-74,-82,,,-89,-95,-92
1,,,,-85,,,,,,,-74,-92,,,
3,,,,-76,,,,,,,,,,,
9,-85,,,,-90,,,-85,-70,-92,,,-86,,
13,-88,-94,,-83,,,,,,,-76,-86,,,
8,,,,,-74,,,-75,-85,,,,-70,,
21,,,,,,,-68,,,,,,,-79,
2,,,,-76,,,,,,,,,,,
4,,,,-85,,,,,,,-89,-87,,,
19,,,,,,,-89,,,,,,,,
17,-77,,,,,,,,-90,,-93,,,,
15,-88,,,-84,,,,,,,-88,-92,,,
23,-83,,,,-87,,,,-88,-80,,,-73,,
14,,,,,,,-91,,,,,,,,
18,-92,,,,,,,,-93,,,,-81,-82,
5,-67,,,,,,,,,,,,,,
20,,,-84,,,,,,,,,,,,
6,-83,,,,,,-63,,,,,,,-90,-79
18,-92,,,,,,,,-93,,,,-81,-82,
3,,,,-83,,,,,,,,,,,
11,,,,,,,,-83,,-94,,,-75,,
